cell,gene
V5L.pppaa,alh-9
LUAR,R107.4
LUAR,src-1
LUAR,csk-1
LUAR,gcy-8
LUAR,par-6
LUAR,gst-44
LUAR,rhgf-1
LUAR,F25B5.2
LUAR,psa-4
LUAR,inx-3
LUAR,let-2
LUAR,pry-1
LUAR,str-3
R6BR,cnd-1
R6BR,pgp-3
R6BR,ina-1
R6BR,ceh-14
R6BR,clh-4
R6BR,hcp-1
R6BR,daf-7
R6BR,fax-1
R6BR,unc-5
R6BR,mec-10
R6BR,daf-3
R6BR,avr-15
R6BR,nhr-25
R6BR,ooc-5
R6BR,sma-9
R6BR,unc-32
R6BR,exc-7
R6BR,del-1
R6BR,Y46G5A.4
R6BR,rpl-5
R6BR,hid-1
R6BR,ocr-1
R6BR,C32B5.6
R6BR,lon-3
R6BR,cog-1
R6BR,gsp-4
R6BR,wrm-1
R6BR,nlp-8
R6BR,tax-6
R6BR,cha-1
ABplapaaap,nlp-7
ABplapaaap,par-6
ABplapaaap,gst-44
ABplapaaap,rhgf-1
ABplapaaap,cat-1
ABplapaaap,spn-4
ABplapaaap,mig-1
ABplapaaap,psa-4
ABplapaaap,nhr-22
ABplapaaap,pry-1
ABplapaaap,str-3
ABplapaaap,jkk-1
ABplapaaap,smp-2
ABplapaaap,nhr-85
M.vrpaappa,odr-2
M.vrpaappa,ceh-7
M.vrpaappa,daf-11
M.vrpaappa,tbx-8
M.vrpaappa,Y18D10A.23
M.vrpaappa,nfm-1
M.vrpaappa,tlp-1
Cpapa,nlp-7
Cpapa,unc-17
Cpapa,par-6
Cpapa,gst-44
Cpapa,rhgf-1
Cpapa,cat-1
Cpapa,psa-4
Cpapa,pry-1
Cpapa,str-3
Cpapa,acy-1
Cpapa,smp-2
Cpapa,nhr-85
SM2R.aap,egl-5
SM2R.aap,gar-2
ABplapaaaa,nlp-7
ABplapaaaa,par-6
ABplapaaaa,gst-44
ABplapaaaa,rhgf-1
ABplapaaaa,cat-1
ABplapaaaa,spn-4
ABplapaaaa,mig-1
ABplapaaaa,psa-4
ABplapaaaa,nhr-22
ABplapaaaa,pry-1
ABplapaaaa,str-3
ABplapaaaa,jkk-1
ABplapaaaa,smp-2
ABplapaaaa,nhr-85
V4L.pp,alh-9
V4L.pp,klp-16
V4L.pp,B0285.6
M.vrpaappp,odr-2
M.vrpaappp,ceh-7
M.vrpaappp,daf-11
M.vrpaappp,tbx-8
M.vrpaappp,Y18D10A.23
M.vrpaappp,nfm-1
M.vrpaappp,tlp-1
LUAL,R107.4
LUAL,src-1
LUAL,csk-1
LUAL,gcy-8
LUAL,par-6
LUAL,gst-44
LUAL,rhgf-1
LUAL,F25B5.2
LUAL,psa-4
LUAL,inx-3
LUAL,let-2
LUAL,pry-1
LUAL,str-3
Cpapp,nlp-7
Cpapp,unc-17
Cpapp,par-6
Cpapp,gst-44
Cpapp,rhgf-1
Cpapp,cat-1
Cpapp,psa-4
Cpapp,pry-1
Cpapp,str-3
Cpapp,acy-1
Cpapp,smp-2
Cpapp,nhr-85
DB1,mps-1
DB1,par-6
DB1,gst-44
DB1,rhgf-1
DB1,cat-1
DB1,psa-4
DB1,nhr-22
DB1,unc-37
DB1,pry-1
DB1,str-3
DB1,smp-2
DB3,mps-1
DB3,par-6
DB3,gst-44
DB3,rhgf-1
DB3,cat-1
DB3,psa-4
DB3,nhr-22
DB3,unc-37
DB3,pry-1
DB3,str-3
DB3,smp-2
DB2,mps-1
DB2,par-6
DB2,gst-44
DB2,rhgf-1
DB2,cat-1
DB2,psa-4
DB2,nhr-22
DB2,unc-37
DB2,pry-1
DB2,str-3
DB2,smp-2
DB5,mps-1
DB5,par-6
DB5,gst-44
DB5,rhgf-1
DB5,cat-1
DB5,psa-4
DB5,nhr-22
DB5,unc-37
DB5,pry-1
DB5,str-3
DB5,smp-2
DB5,zig-1
DB4,mps-1
DB4,par-6
DB4,gst-44
DB4,rhgf-1
DB4,cat-1
DB4,psa-4
DB4,nhr-22
DB4,unc-37
DB4,pry-1
DB4,str-3
DB4,smp-2
DB7,mps-1
DB7,par-6
DB7,gst-44
DB7,rhgf-1
DB7,cat-1
DB7,psa-4
DB7,nhr-22
DB7,unc-37
DB7,pry-1
DB7,str-3
DB7,smp-2
DB6,mps-1
DB6,par-6
DB6,gst-44
DB6,rhgf-1
DB6,cat-1
DB6,psa-4
DB6,nhr-22
DB6,unc-37
DB6,pry-1
DB6,str-3
DB6,smp-2
ABprppappp,nlp-7
ABprppappp,par-6
ABprppappp,gst-44
ABprppappp,rhgf-1
ABprppappp,cat-1
ABprppappp,spn-4
ABprppappp,mig-1
ABprppappp,psa-4
ABprppappp,nhr-22
ABprppappp,pry-1
ABprppappp,str-3
ABprppappp,jkk-1
ABprppappp,smp-2
MSaappppp,par-6
MSaappppp,gst-44
MSaappppp,rhgf-1
MSaappppp,cat-1
MSaappppp,spn-4
MSaappppp,mig-1
MSaappppp,psa-4
MSaappppp,pry-1
MSaappppp,str-3
MSaappppp,ric-19
MSaappppp,smp-2
ABpraappaa,nlp-7
ABpraappaa,par-6
ABpraappaa,gst-44
ABpraappaa,rhgf-1
ABpraappaa,cat-1
ABpraappaa,spn-4
ABpraappaa,mig-1
ABpraappaa,psa-4
ABpraappaa,nhr-22
ABpraappaa,pry-1
ABpraappaa,str-3
ABpraappaa,jkk-1
ABpraappaa,smp-2
int1VR,vab-7
int1VR,nlp-7
int1VR,par-6
int1VR,gst-44
int1VR,rhgf-1
int1VR,cat-1
int1VR,psa-4
int1VR,ins-22
int1VR,pha-1
int1VR,pry-1
int1VR,str-3
int1VR,smp-2
int1VR,F42A10.3
int1VR,nhr-23
V6L.pppapaa,oga-1
V6L.pppapaa,gar-2
V6L.pppapaa,alh-9
V6L.pppapaa,srg-13
V6L.pppapaa,cha-1
MSaapppa,par-6
MSaapppa,gst-44
MSaapppa,rhgf-1
MSaapppa,cat-1
MSaapppa,spn-4
MSaapppa,mig-1
MSaapppa,psa-4
MSaapppa,nhr-22
MSaapppa,pry-1
MSaapppa,str-3
MSaapppa,smp-2
ABprppappa,nlp-7
ABprppappa,par-6
ABprppappa,gst-44
ABprppappa,rhgf-1
ABprppappa,cat-1
ABprppappa,spn-4
ABprppappa,mig-1
ABprppappa,psa-4
ABprppappa,nhr-22
ABprppappa,pry-1
ABprppappa,str-3
ABprppappa,jkk-1
ABprppappa,smp-2
ABpraappap,nlp-7
ABpraappap,par-6
ABpraappap,gst-44
ABpraappap,rhgf-1
ABpraappap,cat-1
ABpraappap,spn-4
ABpraappap,mig-1
ABpraappap,psa-4
ABpraappap,nhr-22
ABpraappap,pry-1
ABpraappap,str-3
ABpraappap,jkk-1
ABpraappap,smp-2
int1VL,vab-7
int1VL,nlp-7
int1VL,par-6
int1VL,gst-44
int1VL,rhgf-1
int1VL,cat-1
int1VL,psa-4
int1VL,ins-22
int1VL,pha-1
int1VL,pry-1
int1VL,str-3
int1VL,smp-2
int1VL,F42A10.3
int1VL,nhr-23
V6L.pppapap,oga-1
V6L.pppapap,gar-2
V6L.pppapap,alh-9
V6L.pppapap,srg-13
V6L.pppapap,cha-1
MSaapppp,par-6
MSaapppp,gst-44
MSaapppp,rhgf-1
MSaapppp,cat-1
MSaapppp,spn-4
MSaapppp,mig-1
MSaapppp,psa-4
MSaapppp,nhr-22
MSaapppp,pry-1
MSaapppp,str-3
MSaapppp,smp-2
R4BL,cnd-1
R4BL,pgp-3
R4BL,ina-1
R4BL,ceh-14
R4BL,clh-4
R4BL,hcp-1
R4BL,daf-7
R4BL,fax-1
R4BL,unc-5
R4BL,mec-10
R4BL,daf-3
R4BL,avr-15
R4BL,ooc-5
R4BL,unc-32
R4BL,exc-7
R4BL,del-1
R4BL,Y46G5A.4
R4BL,rpl-5
R4BL,hid-1
R4BL,ocr-1
R4BL,C32B5.6
R4BL,lon-3
R4BL,cog-1
R4BL,gsp-4
R4BL,wrm-1
R4BL,nlp-8
R4BL,tax-6
R4BL,cha-1
H1L.a,osm-10
H1L.a,sel-8
H1L.a,B0285.6
Caapap,nlp-7
Caapap,par-6
Caapap,gst-44
Caapap,rhgf-1
Caapap,cat-1
Caapap,psa-4
Caapap,nhr-22
Caapap,pry-1
Caapap,str-3
Caapap,smp-2
PVQL,gon-4
PVQL,nhx-9
PVQL,unc-25
PVQL,lev-11
PVQL,ces-2
PVQL,par-6
PVQL,gst-44
PVQL,rhgf-1
PVQL,ham-2
PVQL,cat-1
PVQL,psa-4
PVQL,nhr-22
PVQL,T21B10.5
PVQL,lin-42
PVQL,daf-5
PVQL,pry-1
PVQL,str-3
PVQL,zmp-1
PVQL,unc-53
PVQL,smp-2
PVQL,mls-1
PVQL,mrp-5
PVQL,klp-18
FLPR,inx-12
FLPR,gcy-37
FLPR,nlp-14
FLPR,par-6
FLPR,gst-44
FLPR,rhgf-1
FLPR,srg-2
FLPR,kal-1
FLPR,ahr-1
FLPR,psa-4
FLPR,cwp-4
FLPR,inx-3
FLPR,unc-14
FLPR,lin-32
FLPR,pes-10
FLPR,F54C9.7
FLPR,srh-220
FLPR,pry-1
FLPR,str-3
FLPR,acy-2
FLPR,srb-6
FLPR,sra-9
FLPR,tax-6
FLPR,gpc-1
ABplpapap,nlp-7
ABplpapap,par-6
ABplpapap,gst-44
ABplpapap,rhgf-1
ABplpapap,cat-1
ABplpapap,spn-4
ABplpapap,mig-1
ABplpapap,psa-4
ABplpapap,pry-1
ABplpapap,str-3
ABplpapap,acy-1
ABplpapap,jkk-1
ABplpapap,smp-2
ABplpapap,crt-1
Cppppp,nlp-7
Cppppp,unc-17
Cppppp,par-6
Cppppp,gst-44
Cppppp,rhgf-1
Cppppp,cat-1
Cppppp,psa-4
Cppppp,nhr-22
Cppppp,pry-1
Cppppp,str-3
Cppppp,smp-2
H1L.p,osm-10
H1L.p,sel-8
H1L.p,B0285.6
FLPL,inx-12
FLPL,gcy-37
FLPL,nlp-14
FLPL,par-6
FLPL,gst-44
FLPL,rhgf-1
FLPL,srg-2
FLPL,kal-1
FLPL,ahr-1
FLPL,psa-4
FLPL,cwp-4
FLPL,inx-3
FLPL,unc-14
FLPL,lin-32
FLPL,pes-10
FLPL,F54C9.7
FLPL,srh-220
FLPL,pry-1
FLPL,str-3
FLPL,acy-2
FLPL,srb-6
FLPL,sra-9
FLPL,tax-6
FLPL,gpc-1
R4BR,cnd-1
R4BR,pgp-3
R4BR,ina-1
R4BR,ceh-14
R4BR,clh-4
R4BR,hcp-1
R4BR,daf-7
R4BR,fax-1
R4BR,unc-5
R4BR,mec-10
R4BR,daf-3
R4BR,avr-15
R4BR,ooc-5
R4BR,unc-32
R4BR,exc-7
R4BR,del-1
R4BR,Y46G5A.4
R4BR,rpl-5
R4BR,hid-1
R4BR,ocr-1
R4BR,C32B5.6
R4BR,lon-3
R4BR,cog-1
R4BR,gsp-4
R4BR,wrm-1
R4BR,nlp-8
R4BR,tax-6
R4BR,cha-1
Cppppa,nlp-7
Cppppa,unc-17
Cppppa,par-6
Cppppa,gst-44
Cppppa,rhgf-1
Cppppa,cat-1
Cppppa,psa-4
Cppppa,nhr-22
Cppppa,pry-1
Cppppa,str-3
Cppppa,smp-2
ABplpapaa,nlp-7
ABplpapaa,par-6
ABplpapaa,gst-44
ABplpapaa,rhgf-1
ABplpapaa,cat-1
ABplpapaa,spn-4
ABplpapaa,mig-1
ABplpapaa,psa-4
ABplpapaa,pry-1
ABplpapaa,str-3
ABplpapaa,acy-1
ABplpapaa,jkk-1
ABplpapaa,smp-2
ABplpapaa,crt-1
MSpa,lin-12
MSpa,unc-86
MSpa,par-6
MSpa,gst-44
MSpa,rhgf-1
MSpa,spn-4
MSpa,mig-1
MSpa,inx-4
MSpa,psa-4
MSpa,gcy-12
MSpa,nlp-27
MSpa,pry-1
MSpa,str-3
MSpa,ric-19
MSpa,nhr-85
ABaraaapap,nlp-7
ABaraaapap,par-6
ABaraaapap,gst-44
ABaraaapap,rhgf-1
ABaraaapap,cat-1
ABaraaapap,spn-4
ABaraaapap,mig-1
ABaraaapap,psa-4
ABaraaapap,pry-1
ABaraaapap,str-3
ABaraaapap,smp-2
ABaraaapap,nhr-85
V1L.pa,alh-9
V1L.pa,klp-16
V1L.pa,B0285.6
MSpp,lin-12
MSpp,unc-86
MSpp,par-6
MSpp,gst-44
MSpp,rhgf-1
MSpp,spn-4
MSpp,mig-1
MSpp,inx-4
MSpp,psa-4
MSpp,gcy-12
MSpp,nlp-27
MSpp,pry-1
MSpp,str-3
MSpp,ric-19
MSpp,nhr-85
ABpraapapppp,nlp-7
ABpraapapppp,par-6
ABpraapapppp,gst-44
ABpraapapppp,rhgf-1
ABpraapapppp,spn-4
ABpraapapppp,mig-1
ABpraapapppp,psa-4
ABpraapapppp,pry-1
ABpraapapppp,str-3
ABpraapapppp,jkk-1
ABaraaapaa,nlp-7
ABaraaapaa,par-6
ABaraaapaa,gst-44
ABaraaapaa,rhgf-1
ABaraaapaa,cat-1
ABaraaapaa,spn-4
ABaraaapaa,mig-1
ABaraaapaa,psa-4
ABaraaapaa,nhr-22
ABaraaapaa,pry-1
ABaraaapaa,str-3
ABaraaapaa,smp-2
ABaraaapaa,nhr-85
V1L.pp,alh-9
V1L.pp,klp-16
V1L.pp,B0285.6
ABpraappp,nlp-7
ABpraappp,par-6
ABpraappp,gst-44
ABpraappp,rhgf-1
ABpraappp,cat-1
ABpraappp,spn-4
ABpraappp,mig-1
ABpraappp,psa-4
ABpraappp,pry-1
ABpraappp,str-3
ABpraappp,acy-1
ABpraappp,jkk-1
ABpraappp,smp-2
ABpraappp,crt-1
ABalpapapp,nlp-7
ABalpapapp,par-6
ABalpapapp,gst-44
ABalpapapp,rhgf-1
ABalpapapp,cat-1
ABalpapapp,spn-4
ABalpapapp,mig-1
ABalpapapp,psa-4
ABalpapapp,nhr-22
ABalpapapp,pry-1
ABalpapapp,str-3
ABalpapapp,smp-2
ABpraaapppp,nlp-7
ABpraaapppp,par-6
ABpraaapppp,gst-44
ABpraaapppp,rhgf-1
ABpraaapppp,cat-1
ABpraaapppp,spn-4
ABpraaapppp,mig-1
ABpraaapppp,psa-4
ABpraaapppp,nhr-22
ABpraaapppp,pry-1
ABpraaapppp,str-3
ABpraaapppp,jkk-1
ABpraaapppp,smp-2
Z1.ppapp,F55G1.6
ABaraapppa,nlp-7
ABaraapppa,par-6
ABaraapppa,gst-44
ABaraapppa,rhgf-1
ABaraapppa,cat-1
ABaraapppa,spn-4
ABaraapppa,mig-1
ABaraapppa,psa-4
ABaraapppa,pry-1
ABaraapppa,str-3
ABaraapppa,smp-2
ABpraappa,nlp-7
ABpraappa,par-6
ABpraappa,gst-44
ABpraappa,rhgf-1
ABpraappa,cat-1
ABpraappa,spn-4
ABpraappa,mig-1
ABpraappa,psa-4
ABpraappa,pry-1
ABpraappa,str-3
ABpraappa,acy-1
ABpraappa,jkk-1
ABpraappa,smp-2
ABpraappa,crt-1
ABpraappa,nhr-85
ABalaaaarra,nlp-7
ABalaaaarra,par-6
ABalaaaarra,gst-44
ABalaaaarra,rhgf-1
ABalaaaarra,cat-1
ABalaaaarra,spn-4
ABalaaaarra,mig-1
ABalaaaarra,psa-4
ABalaaaarra,nhr-22
ABalaaaarra,pry-1
ABalaaaarra,str-3
ABalaaaarra,smp-2
ABpraaapppa,nlp-7
ABpraaapppa,par-6
ABpraaapppa,gst-44
ABpraaapppa,rhgf-1
ABpraaapppa,cat-1
ABpraaapppa,spn-4
ABpraaapppa,mig-1
ABpraaapppa,psa-4
ABpraaapppa,nhr-22
ABpraaapppa,pry-1
ABpraaapppa,str-3
ABpraaapppa,jkk-1
ABpraaapppa,smp-2
ABalpapapa,nlp-7
ABalpapapa,par-6
ABalpapapa,gst-44
ABalpapapa,rhgf-1
ABalpapapa,cat-1
ABalpapapa,spn-4
ABalpapapa,mig-1
ABalpapapa,psa-4
ABalpapapa,pry-1
ABalpapapa,str-3
ABalpapapa,smp-2
Dapppp,par-6
Dapppp,gst-44
Dapppp,rhgf-1
Dapppp,cat-1
Dapppp,psa-4
Dapppp,mig-13
Dapppp,pry-1
Dapppp,str-3
Dapppp,grd-6
Dapppp,ooc-3
Dapppp,smp-2
ABaraapppp,nlp-7
ABaraapppp,par-6
ABaraapppp,gst-44
ABaraapppp,rhgf-1
ABaraapppp,cat-1
ABaraapppp,spn-4
ABaraapppp,mig-1
ABaraapppp,psa-4
ABaraapppp,nhr-22
ABaraapppp,pry-1
ABaraapppp,str-3
ABaraapppp,smp-2
VB11,lin-42
VB11,tax-4
VB11,odd-1
int5R,vab-7
int5R,nlp-7
int5R,par-6
int5R,gst-44
int5R,rhgf-1
int5R,cat-1
int5R,psa-4
int5R,nhr-22
int5R,pha-1
int5R,pry-1
int5R,str-3
int5R,smp-2
int5R,F42A10.3
int5R,nhr-23
XXXR,gpa-15
XXXR,par-6
XXXR,gst-44
XXXR,rhgf-1
XXXR,cat-1
XXXR,psa-4
XXXR,nhr-22
XXXR,pry-1
XXXR,str-3
XXXR,lin-17
XXXR,smp-2
Ealaa,vab-7
Ealaa,nlp-7
Ealaa,par-6
Ealaa,gst-44
Ealaa,rhgf-1
Ealaa,cat-1
Ealaa,psa-4
Ealaa,nhr-22
Ealaa,pry-1
Ealaa,str-3
Ealaa,ima-2
Ealaa,smp-2
Ealaa,nhr-23
XXXL,gpa-15
XXXL,par-6
XXXL,gst-44
XXXL,rhgf-1
XXXL,cat-1
XXXL,psa-4
XXXL,nhr-22
XXXL,pry-1
XXXL,str-3
XXXL,lin-17
XXXL,smp-2
ABprapaaapa,nlp-7
ABprapaaapa,par-6
ABprapaaapa,gst-44
ABprapaaapa,rhgf-1
ABprapaaapa,cat-1
ABprapaaapa,spn-4
ABprapaaapa,mig-1
ABprapaaapa,psa-4
ABprapaaapa,nhr-22
ABprapaaapa,pry-1
ABprapaaapa,str-3
ABprapaaapa,jkk-1
ABprapaaapa,smp-2
B.alapapp,wrk-1
M.vlpaapp,odr-2
M.vlpaapp,ceh-7
M.vlpaapp,daf-11
M.vlpaapp,tbx-8
M.vlpaapp,Y18D10A.23
M.vlpaapp,nfm-1
M.vlpaapp,tlp-1
ABarpapapa,nlp-7
ABarpapapa,par-6
ABarpapapa,gst-44
ABarpapapa,rhgf-1
ABarpapapa,cat-1
ABarpapapa,spn-4
ABarpapapa,mig-1
ABarpapapa,psa-4
ABarpapapa,nhr-22
ABarpapapa,pry-1
ABarpapapa,str-3
ABarpapapa,smp-2
B.alapapa,wrk-1
ABprpppaa,daf-9
ABprpppaa,nlp-7
ABprpppaa,par-6
ABprpppaa,gst-44
ABprpppaa,rhgf-1
ABprpppaa,cat-1
ABprpppaa,spn-4
ABprpppaa,mig-1
ABprpppaa,psa-4
ABprpppaa,pry-1
ABprpppaa,str-3
ABprpppaa,acy-1
ABprpppaa,jkk-1
ABprpppaa,smp-2
ABprpppaa,nhr-85
B.araa,wrk-1
M.vla,odr-2
M.vla,nlp-10
M.vla,tbx-8
M.vla,nfm-1
M.vla,tlp-1
MSpappa,par-6
MSpappa,gst-44
MSpappa,rhgf-1
MSpappa,cat-1
MSpappa,spn-4
MSpappa,mig-1
MSpappa,psa-4
MSpappa,pry-1
MSpappa,str-3
MSpappa,acy-1
MSpappa,smp-2
ABplpapp,nlp-7
ABplpapp,par-6
ABplpapp,gst-44
ABplpapp,rhgf-1
ABplpapp,cat-1
ABplpapp,spn-4
ABplpapp,mig-1
ABplpapp,psa-4
ABplpapp,pry-1
ABplpapp,str-3
ABplpapp,acy-1
ABplpapp,jkk-1
ABplpapp,smp-2
ABplpapp,crt-1
ABplpapp,cnb-1
SIBVL,gcy-37
SIBVL,unc-3
SIBVL,par-6
SIBVL,gst-44
SIBVL,rhgf-1
SIBVL,cat-1
SIBVL,psa-4
SIBVL,nhr-22
SIBVL,tbx-2
SIBVL,pry-1
SIBVL,str-3
SIBVL,smp-2
SIBVL,mrp-5
SIBVL,zig-1
ABpraaaap,nlp-7
ABpraaaap,par-6
ABpraaaap,gst-44
ABpraaaap,rhgf-1
ABpraaaap,cat-1
ABpraaaap,spn-4
ABpraaaap,mig-1
ABpraaaap,psa-4
ABpraaaap,pry-1
ABpraaaap,str-3
ABpraaaap,acy-1
ABpraaaap,jkk-1
ABpraaaap,smp-2
ABpraaaap,crt-1
ABpraaaap,nhr-85
ABalppapp,nlp-7
ABalppapp,par-6
ABalppapp,gst-44
ABalppapp,rhgf-1
ABalppapp,cat-1
ABalppapp,spn-4
ABalppapp,mig-1
ABalppapp,psa-4
ABalppapp,pry-1
ABalppapp,str-3
ABalppapp,acy-1
ABalppapp,smp-2
ABalppapp,crt-1
MSpappp,par-6
MSpappp,gst-44
MSpappp,rhgf-1
MSpappp,cat-1
MSpappp,spn-4
MSpappp,mig-1
MSpappp,psa-4
MSpappp,pry-1
MSpappp,str-3
MSpappp,acy-1
MSpappp,smp-2
ABplpapa,nlp-7
ABplpapa,par-6
ABplpapa,gst-44
ABplpapa,rhgf-1
ABplpapa,cat-1
ABplpapa,spn-4
ABplpapa,mig-1
ABplpapa,psa-4
ABplpapa,pry-1
ABplpapa,str-3
ABplpapa,acy-1
ABplpapa,jkk-1
ABplpapa,smp-2
ABplpapa,crt-1
SIBVR,gcy-37
SIBVR,unc-3
SIBVR,par-6
SIBVR,gst-44
SIBVR,rhgf-1
SIBVR,cat-1
SIBVR,psa-4
SIBVR,nhr-22
SIBVR,tbx-2
SIBVR,pry-1
SIBVR,str-3
SIBVR,smp-2
SIBVR,mrp-5
SIBVR,zig-1
ABpraaaaa,nlp-7
ABpraaaaa,par-6
ABpraaaaa,gst-44
ABpraaaaa,rhgf-1
ABpraaaaa,cat-1
ABpraaaaa,spn-4
ABpraaaaa,mig-1
ABpraaaaa,psa-4
ABpraaaaa,pry-1
ABpraaaaa,str-3
ABpraaaaa,acy-1
ABpraaaaa,jkk-1
ABpraaaaa,smp-2
ABpraaaaa,crt-1
ABpraaaaa,nhr-85
ABalppapa,nlp-7
ABalppapa,par-6
ABalppapa,gst-44
ABalppapa,rhgf-1
ABalppapa,cat-1
ABalppapa,spn-4
ABalppapa,mig-1
ABalppapa,psa-4
ABalppapa,pry-1
ABalppapa,str-3
ABalppapa,acy-1
ABalppapa,smp-2
ABalppapa,crt-1
ABprapap,nlp-7
ABprapap,par-6
ABprapap,gst-44
ABprapap,rhgf-1
ABprapap,cat-1
ABprapap,spn-4
ABprapap,mig-1
ABprapap,psa-4
ABprapap,pry-1
ABprapap,str-3
ABprapap,acy-1
ABprapap,jkk-1
ABprapap,smp-2
ABarppapp,nlp-7
ABarppapp,par-6
ABarppapp,gst-44
ABarppapp,rhgf-1
ABarppapp,cat-1
ABarppapp,spn-4
ABarppapp,mig-1
ABarppapp,psa-4
ABarppapp,pry-1
ABarppapp,str-3
ABarppapp,acy-1
ABarppapp,smp-2
ABarppapp,nhr-85
R5AR,cnd-1
R5AR,pgp-3
R5AR,ceh-14
R5AR,clh-4
R5AR,hcp-1
R5AR,daf-7
R5AR,fax-1
R5AR,unc-5
R5AR,mec-10
R5AR,daf-3
R5AR,avr-15
R5AR,nhr-25
R5AR,ced-10
R5AR,ooc-5
R5AR,sma-9
R5AR,unc-32
R5AR,exc-7
R5AR,del-1
R5AR,Y46G5A.4
R5AR,rpl-5
R5AR,hid-1
R5AR,ocr-1
R5AR,C32B5.6
R5AR,lon-3
R5AR,cog-1
R5AR,gsp-4
R5AR,sax-3
R5AR,wrm-1
R5AR,nlp-8
R5AR,tax-6
R5AR,cha-1
R5AR,ceh-28
R5AL,cnd-1
R5AL,pgp-3
R5AL,ceh-14
R5AL,clh-4
R5AL,hcp-1
R5AL,daf-7
R5AL,fax-1
R5AL,unc-5
R5AL,mec-10
R5AL,daf-3
R5AL,avr-15
R5AL,nhr-25
R5AL,ced-10
R5AL,ooc-5
R5AL,sma-9
R5AL,unc-32
R5AL,exc-7
R5AL,del-1
R5AL,Y46G5A.4
R5AL,rpl-5
R5AL,hid-1
R5AL,ocr-1
R5AL,C32B5.6
R5AL,lon-3
R5AL,cog-1
R5AL,gsp-4
R5AL,sax-3
R5AL,wrm-1
R5AL,nlp-8
R5AL,tax-6
R5AL,cha-1
R5AL,ceh-28
ABprapaa,nlp-7
ABprapaa,par-6
ABprapaa,gst-44
ABprapaa,rhgf-1
ABprapaa,cat-1
ABprapaa,spn-4
ABprapaa,mig-1
ABprapaa,psa-4
ABprapaa,pry-1
ABprapaa,str-3
ABprapaa,acy-1
ABprapaa,jkk-1
ABprapaa,smp-2
ABarppapa,nlp-7
ABarppapa,par-6
ABarppapa,gst-44
ABarppapa,rhgf-1
ABarppapa,cat-1
ABarppapa,spn-4
ABarppapa,mig-1
ABarppapa,psa-4
ABarppapa,pry-1
ABarppapa,str-3
ABarppapa,acy-1
ABarppapa,smp-2
ABarppapa,nhr-85
M.vrpaapaa,myo-3
M.vrpaapaa,odr-2
M.vrpaapaa,ceh-7
M.vrpaapaa,daf-11
M.vrpaapaa,tbx-8
M.vrpaapaa,Y18D10A.23
M.vrpaapaa,nfm-1
M.vrpaapaa,tlp-1
M.vrpaapaa,nhr-76
ABalpappaapp,nlp-7
ABalpappaapp,par-6
ABalpappaapp,gst-44
ABalpappaapp,rhgf-1
ABalpappaapp,spn-4
ABalpappaapp,mig-1
ABalpappaapp,psa-4
ABalpappaapp,pry-1
ABalpappaapp,str-3
M.dlpa,odr-2
M.dlpa,F55G1.6
M.dlpa,tbx-8
M.dlpa,nfm-1
M.dlpa,tlp-1
P11.aaa,ggr-2
P11.aaa,tax-4
P11.aaa,odd-1
HOB,ceh-14
HOB,hlh-10
HOB,cwp-4
HOB,ace-2
M.dlpp,odr-2
M.dlpp,F55G1.6
M.dlpp,tbx-8
M.dlpp,nfm-1
M.dlpp,tlp-1
SM1R.ap,egl-5
SM1R.ap,gar-2
B,par-6
B,gst-44
B,rhgf-1
B,cat-1
B,psa-4
B,nhr-22
B,sma-9
B,daf-11
B,hnd-1
B,mab-23
B,pry-1
B,str-3
B,gcy-34
B,osm-5
B,smp-2
B,pop-1
Capapap,nlp-7
Capapap,par-6
Capapap,gst-44
Capapap,rhgf-1
Capapap,cat-1
Capapap,psa-4
Capapap,nhr-22
Capapap,mig-13
Capapap,pry-1
Capapap,str-3
Capapap,ric-19
Capapap,grd-6
Capapap,smp-2
H2L.ppa,B0285.6
SM1R.aa,egl-5
SM1R.aa,gar-2
H2L.ppp,ver-2
H2L.ppp,B0285.6
V5L.ppp,alh-9
M.vrpaaapa,myo-3
M.vrpaaapa,odr-2
M.vrpaaapa,ceh-7
M.vrpaaapa,daf-11
M.vrpaaapa,tbx-8
M.vrpaaapa,Y18D10A.23
M.vrpaaapa,nfm-1
M.vrpaaapa,tlp-1
M.vrpaaapa,nhr-76
ABarpppaa,nlp-7
ABarpppaa,par-6
ABarpppaa,gst-44
ABarpppaa,rhgf-1
ABarpppaa,cat-1
ABarpppaa,spn-4
ABarpppaa,mig-1
ABarpppaa,psa-4
ABarpppaa,pry-1
ABarpppaa,str-3
ABarpppaa,acy-1
ABarpppaa,smp-2
ABarpppaa,nhr-85
RMGL,gcy-37
RMGL,nlp-14
RMGL,par-6
RMGL,gst-44
RMGL,rhgf-1
RMGL,skn-1
RMGL,cat-1
RMGL,psa-4
RMGL,nhr-22
RMGL,erm-1
RMGL,bbs-5
RMGL,snt-1
RMGL,pry-1
RMGL,str-3
RMGL,smp-2
RMGL,mrp-5
RMGL,zig-3
ABplppaa,nlp-7
ABplppaa,par-6
ABplppaa,gst-44
ABplppaa,rhgf-1
ABplppaa,cat-1
ABplppaa,spn-4
ABplppaa,mig-1
ABplppaa,psa-4
ABplppaa,pry-1
ABplppaa,str-3
ABplppaa,acy-1
ABplppaa,jkk-1
ABplppaa,smp-2
ABplaaaaap,nlp-7
